,SRR14291145,SRR14291146,SRR14291147,SRR14291148,SRR14291149,SRR14291150,SRR14291151,SRR14291152,SRR14291153,SRR14291154,SRR14291155,SRR14291156,SRR14291157,SRR14291158,SRR14291159,SRR14291160,SRR14291161,SRR14291162,SRR14291163,SRR14291164,SRR14291165
Pedobacter aquae,47,0,10,0,0,0,16,0,0,14,24,47,12,0,12,18,31,24,49,14,18
Leuconostoc kimchii,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,91,0,0
Curtobacterium sp. MCLR17_007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
Natranaerobius thermophilus,41,13,23,12,15,0,14,21,0,0,11,57,14,19,19,17,27,44,40,22,15
Lacrimispora saccharolytica,633,538,744,461,388,247,509,549,222,291,491,1106,477,404,535,734,411,683,610,345,909
Flavobacterium sp. N1719,65,0,0,0,0,0,10,0,0,0,13,28,0,0,0,0,13,15,16,0,0
Mycetocola sp. JXN-3,15,0,13,0,0,0,15,39,0,0,0,0,26,18,19,18,12,17,19,0,0
Nitrospira japonica,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,15,11,13,12,0
Nocardioides dokdonensis,0,0,0,0,0,0,0,14,0,0,0,0,13,0,12,0,15,12,18,0,14
Neisseria sp. Marseille-Q5346,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
Prevotella sp. oral taxon 475,1176,405,550,483,482,14,20,24,13,12,13,3270,35,34,30,35,88,43,93,96,23
Candidatus Profftella armatura (Diaphorina cf. continua),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0
Acidithiobacillus ferriphilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Spiroplasma tabanidicola,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Saccharopolyspora pogona,0,0,0,0,0,0,0,32,0,0,0,0,32,19,0,17,0,0,0,13,46
Mixta gaviniae,0,0,0,0,0,0,16,20,0,0,13,0,0,12,26,0,27,23,12,11,17
Sinorhizobium americanum,18,0,0,0,0,0,13,13,0,0,14,21,0,14,18,19,26,23,28,14,31
Algoriphagus machipongonensis,36,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,13,17,11,17,0
Sphingomonas rhizophila,0,0,0,0,0,0,0,0,0,0,0,14,19,0,0,0,0,13,17,0,20
uncultured Lichenicoccus sp.,0,0,0,0,0,0,0,13,0,0,0,0,11,0,10,14,19,19,17,10,0
Vagococcus coleopterorum,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,13,0,0
Pseudomonas muyukensis,12,0,15,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
Methanosarcina sp. MTP4,19,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,17,19,20,17,0
Fimbriimonas ginsengisoli,27,0,0,0,0,0,0,11,0,0,0,27,0,0,0,0,10,0,10,13,13
Fluviispira sanaruensis,20,11,23,0,14,0,15,0,0,0,0,13,0,11,11,0,15,23,25,11,23
Varunaivibrio sulfuroxidans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,19,12,10,0,12
uncultured Vibrio sp.,29,0,0,0,0,0,0,20,0,0,0,21,0,24,20,14,0,0,0,0,56
Mycoplasmopsis caviae,0,0,0,0,0,0,14,17,0,18,30,15,20,15,19,0,0,0,15,0,0
Taylorella equigenitalis,28,0,14,0,10,0,27,29,25,22,0,43,0,0,18,0,12,29,18,18,21
Streptomyces lavendulae,0,26,46,24,30,0,0,31,0,0,0,0,19,20,26,15,0,15,20,0,18
Pseudanabaena mucicola,0,0,0,0,0,0,0,10,10,0,0,19,0,0,0,0,0,16,16,0,26
Corynebacterium glaucum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0
Flavobacterium sp. Sr18,65,0,0,0,0,0,0,0,0,0,0,30,0,0,0,13,16,19,18,22,12
Aeromicrobium chenweiae,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,14,14,0,0,0,0
Bifidobacterium asteroides,32,14,23,28,18,12,30,51,10,23,14,51,30,28,22,22,37,21,27,15,53
Bacteroides zhangwenhongii,3469,476,420,687,537,1330,1277,1070,656,541,577,1680,632,382,214,869,2501,2948,3976,4431,1469
Bacteroides sp. BFG-637,2399,0,0,0,0,0,0,0,0,0,0,1789,0,0,0,0,0,0,0,0,0
Microbulbifer sp. MLAF003,0,0,0,0,0,0,0,17,0,0,0,0,0,25,15,13,0,0,0,0,0
Pasteurella skyensis,10,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,10,0
Marinomonas mediterranea,31,0,28,0,16,21,22,23,16,15,24,23,29,23,20,0,0,0,25,0,0
Butyricimonas faecalis,1629,860,739,898,1060,148,200,243,160,168,185,4557,248,133,143,1318,1469,1181,2798,2690,2896
Stratiformator vulcanicus,28,0,0,0,0,0,0,10,0,0,0,40,0,0,12,0,0,0,0,0,0
Secundilactobacillus paracollinoides,0,0,16,0,14,0,22,25,0,0,0,0,13,11,13,0,23,56,18,18,0
Mesorhizobium ciceri,0,0,0,0,0,0,71,61,0,0,0,0,38,0,0,0,0,39,60,0,53
Aliiroseovarius sp. M344,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Streptococcus halichoeri,0,0,0,0,0,0,12,0,0,0,0,0,0,14,0,13,0,16,14,0,0
Mycolicibacillus parakoreensis,0,0,0,0,0,0,0,12,0,0,0,0,0,0,14,0,15,0,14,0,0
Chelatococcus sp. CO-6,24,0,16,19,0,0,25,47,14,0,18,0,37,29,26,0,17,13,25,14,26
Sarcina sp. JB2,83,16,25,13,87,15,30,21,20,0,27,144,12,18,29,32,73,153,99,51,94
Prochlorococcus sp. MIT 1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,11,0
Gloeocapsa sp. PCC 7428,0,0,0,0,0,10,12,14,0,11,22,0,0,0,15,12,12,23,11,12,0
Acidianus sp. HS-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,28,22,0,0
Paenibacillus konkukensis,100,26,45,33,31,20,41,70,30,27,26,111,51,41,48,62,61,67,56,52,93
Desulfuromonas versatilis,12,0,0,12,0,0,0,24,13,10,0,0,18,21,16,14,0,16,15,11,28
Veillonella rogosae,110,32,21,0,25,11,45,43,41,20,24,10579,23,34,30,32,32,65,45,45,42
Roseomonas gilardii,36,0,0,29,0,0,0,70,0,29,0,0,48,41,42,50,74,63,72,41,73
Nitrosopumilus maritimus,14,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
Paenibacillus swuensis,24,15,35,0,12,0,14,26,0,0,21,41,0,0,10,31,36,34,65,47,25
Paenibacillus uliginis,0,27,54,43,32,30,36,41,0,0,48,31,0,0,38,30,36,30,37,22,63
Streptomyces luteoverticillatus,0,0,19,0,0,0,0,37,0,0,0,0,42,25,30,20,16,14,12,15,12
Crocosphaera subtropica,19,0,0,0,0,14,15,12,0,0,17,14,10,0,0,0,11,27,24,14,15
Sulfurovum sp. NBC37-1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Acutalibacter muris,477,187,247,164,173,300,766,1137,383,463,422,210,1140,899,1233,668,767,938,899,623,1327
Schaalia sp. 19OD2882,17,0,0,0,0,0,0,18,0,0,0,33,0,0,10,18,12,21,0,0,21
Clostridium sp. BJN0001,136,39,70,16,32,37,72,84,21,28,41,154,71,56,85,56,119,250,186,101,95
Terrisporobacter mayombei,584,50,56,54,67,67,63,62,30,0,29,640,24,26,43,64,69,173,107,74,136
Gracilibacillus caseinilyticus,49,20,40,0,22,0,22,25,10,0,17,73,0,15,11,32,18,38,21,0,24
Azospirillum oryzae,0,0,0,0,0,0,0,23,0,0,35,0,0,0,0,0,0,15,17,16,0
Hyphococcus flavus,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faecalibacter sp. LW9,79,0,0,0,10,0,0,0,0,0,0,65,12,11,0,0,12,23,16,14,23
Gimesia aquarii,46,10,16,0,12,0,17,17,13,12,14,43,11,0,16,12,21,16,21,0,28
Streptomyces sp. ADI95-16,0,0,0,0,0,0,0,47,0,0,0,0,40,0,51,34,31,32,31,0,46
Halobacterium litoreum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
Lysobacter auxotrophicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Flocculibacter collagenilyticus,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
Chitinophaga oryzae,87,45,38,48,45,0,23,46,19,22,17,55,28,42,50,22,44,29,41,35,37
Bacillus sp. ZJS3,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
Pseudomonas sp. Tri1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,18,20,0,0,0
Haemophilus parainfluenzae,353,47,124,166,374,28,253,146,188,36,48,71990,64,70,115,60,60,242,77,149,132
Caldicellulosiruptor kronotskyensis,22,0,0,0,0,0,53,36,34,0,46,28,42,40,57,0,34,47,51,27,57
Treponema parvum,82,20,48,25,27,29,48,54,21,29,59,117,66,64,71,49,37,66,53,32,52
Brevibacillus formosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,24,23,0
Paroceanicella profunda,0,0,0,0,0,21,23,25,0,0,16,0,25,14,22,17,26,20,31,31,0
Methylobacterium aquaticum,33,0,0,0,0,0,40,57,33,56,0,0,51,16,48,67,64,65,60,49,26
Roseicitreum antarcticum,0,0,0,0,0,0,0,14,0,0,0,0,0,0,11,0,16,12,15,10,0
Kytococcus sedentarius,16,0,0,0,0,0,13,52,0,0,0,32,23,26,31,23,24,22,21,20,15
Cellvibrio japonicus,10,0,10,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,0,0
Streptomyces liangshanensis,28,0,0,0,0,0,20,45,0,22,25,41,12,24,35,23,43,40,37,27,20
Bosea sp. AS-1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,19
Methylobacterium terrae,0,0,0,0,0,0,46,42,0,0,34,0,81,23,102,33,0,22,27,22,23
Streptomyces gobiensis,17,0,0,0,0,0,0,19,0,0,0,44,0,0,0,0,0,15,17,11,12
Paucibacter sp. KCTC 42545,16,0,0,0,10,0,22,37,12,0,0,0,20,17,18,17,22,25,17,28,22
Corynebacterium poyangense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0
Leisingera sp. M527,30,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
Lysobacter sp. 5GHs7-4,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,15,0,0
Nitrosopumilus ureiphilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Psychrobacter sp. M13,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,15,10,12,28,0
Campylobacter sp. RM6137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Metamycoplasma hyosynoviae,27,0,0,0,0,0,18,16,0,0,11,76,13,0,0,0,20,22,29,0,0
Streptomyces sp. TN58,0,0,0,0,0,0,28,19,0,0,28,0,48,37,72,46,18,21,0,0,21
Kyrpidia spormannii,17,0,0,0,0,0,0,0,0,0,0,14,23,0,0,11,0,0,12,0,21
Streptococcus sp. 29887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
Agromyces sp. LHK192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,0,0,0,0
Burkholderia sp. NRF60-BP8,42,0,0,0,0,0,0,0,0,0,0,69,0,21,0,0,0,0,0,0,0
Oecophyllibacter saccharovorans,0,0,0,0,0,0,0,21,0,0,0,0,10,0,11,0,0,0,0,10,0
Paraburkholderia pallida,39,0,11,11,0,0,15,18,0,0,0,48,15,14,33,0,21,19,16,16,25
Staphylococcus saprophyticus,14,0,0,0,0,0,20,21,0,11,14,0,0,0,15,22,25,38,41,22,13
Tenacibaculum ovolyticum,18,12,0,0,0,15,11,10,0,21,0,42,0,11,0,0,43,40,32,22,0
Corynebacterium jeddahense,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycolicibacterium septicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Pedobacter sp. PACM 27299,76,0,25,18,0,13,16,24,13,0,20,24,14,12,15,14,31,18,42,0,0
Streptococcus sanguinis,56,39,42,20,36,14,33,77,26,15,19,206,27,28,55,53,42,51,51,82,53
Desulfomicrobium baculatum,44,0,0,0,0,0,0,21,0,0,0,43,0,18,21,22,33,34,31,30,17
Prosthecochloris sp. GSB1,0,24,16,13,0,0,0,12,0,0,0,0,10,0,11,0,16,14,0,0,17
Acinetobacter sp. WCHA45,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
Gordonia iterans,0,0,0,0,0,0,0,0,0,0,0,0,18,0,16,0,0,0,15,0,13
Pseudomonas seleniipraecipitans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11
Sporosarcina ureilytica,0,0,25,0,0,0,39,25,0,0,0,39,47,0,0,12,19,38,32,22,0
Desulfovibrio fairfieldensis,202,0,0,0,11,0,25,45,11,13,17,27,27,28,25,528,1388,1827,1326,674,46
Devosia beringensis,0,0,0,0,0,0,17,22,0,0,0,0,27,12,17,11,51,28,18,30,30
Pseudarthrobacter phenanthrenivorans,0,53,33,76,40,0,44,26,0,0,0,24,0,0,0,0,28,0,16,0,42
Ruegeria sp. SCSIO 43209,0,0,0,0,0,21,0,24,0,0,0,0,38,37,58,16,16,31,11,13,21
Jeotgalibaca sp. PTS2502,0,0,0,0,0,0,42,22,23,26,0,31,0,0,0,0,0,38,17,20,0
Caldicellulosiruptor saccharolyticus,31,34,38,33,38,0,0,0,0,0,0,0,0,0,31,0,0,44,0,0,0
Sebaldella termitidis,46,47,61,23,26,43,70,58,37,47,57,57,73,62,81,45,47,65,82,46,47
Chryseobacterium bernardetii,123,0,0,0,0,0,0,0,0,0,0,87,0,0,0,68,116,176,140,169,0
Alloalcanivorax dieselolei,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,22
Chryseobacterium sp. D764,0,0,0,0,0,0,69,72,0,0,57,0,0,0,0,0,0,0,50,0,0
Streptomyces sp. WMMC500,0,0,0,0,0,0,0,17,0,0,16,0,13,0,18,0,32,25,19,29,27
Actinoplanes sp. NRRL 3884,0,0,0,0,0,0,20,33,23,0,0,0,41,24,31,26,26,28,16,18,49
Lactococcus raffinolactis,47,0,10,0,0,13,13,34,15,13,25,55,36,36,62,37,27,51,45,27,22
Candidatus Coxiella mudrowiae,16,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
Cryobacterium sp. 10S3,15,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Intestinibacillus sp. NTUH-41-i26,1128,347,488,528,407,233,580,851,358,315,422,405,602,622,763,555,565,650,633,397,1059
Shewanella carassii,17,0,0,0,0,0,0,0,0,0,18,23,0,0,0,0,0,0,0,0,0
Cellulosimicrobium sp. TH-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,56,38,0,0
Bacillus sp. 1NLA3E,21,0,20,11,0,0,27,25,13,0,24,33,11,20,0,0,28,69,39,25,39
Cohnella sp. LGH,54,17,26,0,16,17,49,72,35,24,30,37,44,28,54,46,50,64,62,61,67
Actinoplanes ianthinogenes,22,13,0,17,0,0,19,42,16,0,15,0,0,24,24,21,15,17,14,18,44
Butyricicoccus sp. GAM44,18,19,31,20,28,11,19,32,0,14,40,0,17,0,0,13,0,10,0,11,82
Miltoncostaea oceani,0,0,0,0,0,0,0,19,0,0,0,0,0,16,0,0,13,19,17,16,14
Bacteroides graminisolvens,2044,77,54,66,79,152,134,116,103,127,120,1051,108,43,43,214,310,232,386,517,28
Fervidibacillus albus,12,0,0,0,0,0,13,29,0,12,12,0,0,0,0,0,13,14,17,0,24
Pseudanabaena sp. Chao 1811,26,0,0,0,0,0,12,17,0,13,11,28,13,0,15,18,0,14,17,0,21
Kahnovirus copri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,73,0,37
Desulfosporosinus youngiae,29,15,25,28,13,13,37,68,17,23,38,24,64,56,81,16,42,91,45,26,57
Pasteurella multocida,67,27,58,21,32,21,18,33,0,19,0,44,26,20,36,14,15,55,31,0,39
Candidatus Arcticimaribacter forsetii,15,0,0,0,11,0,0,0,0,0,0,13,0,0,0,0,19,46,106,20,17
Pseudactinotalea sp. HY158,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Stutzerimonas sp. R40042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,41,0,0
Fusobacterium polymorphum,71,0,39,0,49,45,37,56,21,19,19,267,23,55,52,52,89,193,93,71,27
Wolbachia endosymbiont (group B) of Watsonalla binaria,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phocaeicola sartorii,190,108,74,59,139,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0
Vibrio syngnathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
Listeria sp. PSOL-1,26,0,0,0,0,0,0,0,0,0,10,58,0,0,0,11,17,18,19,14,20
Prosthecochloris sp. SCSIO W1101,0,0,0,0,0,0,0,0,0,0,0,0,26,20,32,0,0,0,0,0,0
Chryseobacterium sp. T16E-39,43,0,12,0,0,12,20,17,14,0,24,22,14,13,19,67,29,57,44,23,112
Ligilactobacillus agilis,60,0,20,0,0,0,12,0,0,0,0,35,14,0,10,52,209,302,400,184,29
Neptunomonas japonica,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10
Geobacillus zalihae,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavobacterium ammonificans,43,0,0,0,0,11,11,13,0,18,0,0,0,0,11,36,21,25,15,24,0
Lysinibacillus sp. 2017,34,17,31,13,15,0,17,20,0,0,18,68,20,14,15,54,15,44,31,18,13
Oceanisphaera profunda,31,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,11,14,14,13,0
Brevundimonas sp. BT-123,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptomyces drozdowiczii,0,0,0,0,0,0,20,31,0,0,0,0,18,0,21,0,0,15,15,0,30
Corynebacterium incognita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
Shewanella mesophila,22,0,18,11,0,0,0,0,0,0,10,40,0,0,0,0,0,0,11,0,0
Metabacillus sp. cB07,33,0,0,0,0,32,23,25,16,21,28,86,36,20,16,55,41,52,53,42,37
Nitrosospira sp. Is2,37,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,12,18,0,0,0
Prevotella sp. E9-3,1358,321,459,335,414,31,42,53,21,48,45,3571,44,25,30,57,71,79,98,132,49
Chitinimonas arctica,0,0,0,0,0,0,0,12,0,0,0,15,21,0,16,15,14,17,18,10,14
Exiguobacterium aurantiacum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
Bisgaardia hudsonensis,36,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0
Anaerocolumna sp. AGMB13025,291,236,432,184,203,231,385,442,191,256,420,354,344,273,418,568,352,519,436,239,500
Acinetobacter vivianii,27,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,11
Kordia antarctica,20,0,16,12,0,37,64,50,29,56,43,25,41,0,11,14,24,56,42,41,10
Thauera sp. K11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,14,0,19,50
Nostoc sp. PCC 7524,46,18,14,23,0,0,11,11,0,0,0,23,0,0,15,20,13,17,0,11,0
Microbacterium lushaniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
Commensalibacter melissae,0,0,0,0,0,0,11,10,0,0,0,11,0,0,0,0,10,31,12,11,19
Paenibacillus sp. Y412MC10,0,0,36,0,0,0,69,80,0,0,52,0,58,45,48,64,91,56,134,73,76
Paenibacillus sp. D2_2,42,25,64,14,20,22,29,60,24,21,35,30,49,42,73,51,27,32,56,25,40
Brevibacterium sandarakinum,27,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,16
Saccharopolyspora sp. ASAGF58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,25
Dehalobacter restrictus,68,47,34,37,39,47,85,113,45,47,62,37,116,100,157,78,69,109,95,71,150
Desulfomarina profundi,19,0,18,0,0,0,0,17,0,0,13,49,0,18,11,11,0,10,12,0,11
Brachybacterium sp. GU-2,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,26
Virgibacillus dokdonensis,10,0,0,0,0,0,0,28,0,0,0,11,0,0,0,0,0,27,21,0,53
Vibrio navarrensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0
Pantoea sp. At-9b,37,0,14,0,0,21,0,0,0,0,0,37,0,32,35,0,16,29,0,0,46
Schnuerera ultunensis,60,29,68,21,25,21,43,23,14,17,28,94,26,18,23,40,38,94,61,49,36
Rhodobacter capsulatus,17,0,12,0,25,0,18,54,0,17,14,0,17,17,37,19,46,35,42,29,52
Rubinisphaera brasiliensis,0,0,0,0,0,0,0,12,0,0,11,0,11,0,0,0,30,20,23,11,10
Paenibacillus sp. Cedars,54,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allobacillus halotolerans,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,13,21,22,0,10
Flavobacterium cyclinae,51,14,32,0,12,12,0,0,0,0,0,37,0,0,0,12,20,29,17,31,0
Coxiella endosymbiont of Amblyomma nuttalli,20,0,0,0,0,0,0,0,0,0,19,13,0,0,0,0,0,0,0,10,0
Filifactor alocis,135,27,74,29,34,253,475,360,107,159,504,97,156,168,167,79,151,235,349,151,69
Cellulomonas sp. ES6,34,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,13,0,0,0,0
Candidatus Protochlamydia amoebophila,21,11,43,17,25,0,39,64,15,0,0,0,0,0,0,0,0,0,0,0,0
Halomonas sp. JS92-SW72,30,0,0,0,0,0,137,138,83,75,0,95,0,0,0,0,98,145,48,121,0
Ligilactobacillus animalis,19,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,12,0,0,0,14
Maliibacterium massiliense,939,200,366,211,333,81,235,532,191,200,99,743,365,326,342,281,588,641,587,427,401
Phormidium yuhuli,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0
Acidovorax temperans,0,0,0,0,0,0,26,46,0,0,0,0,0,26,31,27,53,69,53,30,18
Actinomyces weissii,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,10,0,0,0,0,70
Ligilactobacillus ruminis,36822,303,513,244,219,103,219,317,137,175,285,14974,199,206,250,234,158,196,274,141,321
Hydrogenobacter sp. T-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0
Oscillibacter hominis,1133,544,1032,889,776,1035,2382,5380,1595,1694,1462,273,3308,3742,4877,5575,2779,2878,3492,2056,2902
Neisseria gonorrhoeae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,34,0,0
Streptococcus sp. DTU_2020_1000888_1_SI_GRL_NUU_041A,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
Nautilia profundicola,10,32,15,31,41,0,19,0,0,10,0,0,0,11,0,0,12,16,0,0,17
Bradyrhizobium sp. 195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
Streptococcus ferus,20,0,16,0,0,10,15,21,0,12,15,11,17,0,0,22,13,12,27,0,20
Sulfurovum mangrovi,0,0,17,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,0,0,0
Ruminococcus bicirculans (ex Wegman et al. 2014),975,322,581,253,372,32088,74722,89785,70121,149028,16899,567,4890,3597,6138,21366,103901,140047,206143,92767,887
Candidatus Neptunochlamydia sp. REUL1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,16,10,0
Daphnis nerii cypovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
Tenacibaculum sp. HL-MS23,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptomyces coralus,0,0,0,0,0,0,22,38,0,0,0,0,30,21,43,28,22,37,26,31,0
Dechloromonas sp. A34,33,0,14,15,0,0,22,14,0,0,15,15,19,18,20,22,18,15,12,18,34
Lacticaseibacillus paracasei,49,28,69,44,23,57,51,146,40,50,53,101,65,158,90,87,141,128,94,82,172
Marinobacter sp. Arc7-DN-1,28,0,0,0,0,0,21,29,0,0,0,27,0,0,0,0,28,0,14,0,14
Lactiplantibacillus plantarum,147,26,64,23,46,86,139,128,41,35,111,134,87,88,84,156,102,104,161,108,109
Turicimonas muris,2703,11,16,0,19,326,409,464,253,326,271,1395,135,0,0,24,63,88,51,72,29
Sulfitobacter sp. S223,32,0,0,0,0,0,0,17,0,0,14,0,15,15,22,36,29,20,25,0,0
Rhodococcus pyridinivorans,0,0,0,0,0,0,0,59,0,0,0,0,156,98,0,0,139,77,128,110,0
Halalkalibacter krulwichiae,15,0,0,0,0,11,21,27,0,0,16,37,24,15,0,0,25,56,32,27,27
Luteolibacter ambystomatis,22,0,0,0,0,0,13,22,0,0,13,0,34,19,26,14,35,41,32,29,28
Campylobacter hominis,0,0,0,0,20,0,0,10,0,0,0,0,12,0,0,0,0,0,14,0,80
Corynebacterium maris,0,0,0,0,0,0,0,13,0,0,0,0,14,0,0,0,16,0,0,0,17
Janthinobacterium sp. 1_2014MBL_MicDiv,73,0,0,0,0,0,21,53,31,27,0,72,27,42,36,75,78,77,58,56,14
Streptococcus dysgalactiae,175,0,21,0,0,33,32,113,37,36,53,207,37,47,60,86,66,157,99,94,57
Polaribacter sp. SA4-12,30,0,42,0,23,0,14,10,0,0,0,52,0,0,18,0,0,26,20,12,0
Actibacterium sp. EMB200-NS6,0,0,0,0,0,0,0,23,0,0,0,62,0,0,0,0,18,0,27,0,20
Corallococcus sp. EGB,0,0,27,16,17,0,0,17,0,0,0,0,0,0,0,0,15,0,17,0,19
Bartonella grahamii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,38
Tsukamurella tyrosinosolvens,32,0,30,0,19,0,0,37,0,0,0,0,23,18,39,15,13,0,0,18,40
Helicobacter canadensis,0,0,11,0,0,12,19,19,0,0,0,0,0,12,0,0,11,24,15,0,19
Flavobacterium nitratireducens,85,0,0,0,0,54,66,24,22,40,36,27,27,0,0,0,18,21,23,27,19
Chitinibacter fontanus,25,0,0,0,0,0,0,12,0,0,0,19,0,0,13,21,0,34,11,0,21
Pseudidiomarina andamanensis,0,0,0,0,0,0,0,0,0,0,0,0,10,0,23,0,0,0,0,0,0
Halorhodospira halochloris,25,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,0,13,0,0
Pseudomonas sp. S35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
Brevundimonas sp. NIBR10,0,0,0,12,0,0,0,23,0,0,0,0,0,17,37,0,17,0,22,14,33
