,sum,noZero,rowMeans
Mycolicibacterium chubuense,0.006140771880626001,8,0.0007675964850782501
Providencia alcalifaciens,0.0030511477399734,7,0.00043587824856762856
Glutamicibacter protophormiae,0.0063545221189270995,8,0.0007943152648658874
Paenacidovorax monticola,0.0038104206662800005,7,0.0005443458094685715
Microbacterium azadirachtae,0.0075360347561493,11,0.0006850940687408454
Actinoplanes sp. N902-109,0.014288612015434701,14,0.0010206151439596215
uncultured Desulfosarcina sp.,0.0301182984884387,20,0.001505914924421935
Corynebacterium humireducens,0.004429819385309499,8,0.0005537274231636874
Phocaeicola dorei,210.5728744425415,21,10.02727973535912
Amycolatopsis sp. TNS106,0.003966780705815,6,0.0006611301176358333
Telmatocola sphagniphila,0.0035690718899442,10,0.00035690718899442
Ruficoccus sp. ZRK36,0.009522592931570201,18,0.000529032940642789
Ancylobacter sp. WKF20,0.0035867289098709004,6,0.00059778815164515
Kingella denitrificans,0.0038261880464861,6,0.0006376980077476834
Mycobacterium sp. ITM-2016-00316,0.0038534931904114,5,0.00077069863808228
Shewanella livingstonensis,0.0024380537355954,5,0.00048761074711908
Chitinophaga sancti,0.05082601268883479,21,0.0024202863185159426
Pseudofrankia inefficax,0.010602255968622201,13,0.000815558151432477
Pseudobutyrivibrio xylanivorans,0.35580185011710996,21,0.016942945243671903
Streptomyces sp. MBT27,0.0040756420759685,6,0.0006792736793280832
Desulfosarcina ovata,0.0203790654614078,21,0.0009704316886384667
Acinetobacter sp. LoGeW2-3,0.0027957010639748,5,0.00055914021279496
Alkaliphilus oremlandii,0.028852472794879302,21,0.0013739272759466334
Thalassococcus sp. S3,0.004421378814154801,9,0.0004912643126838668
Rhodanobacter sp. AS-Z3,0.0031838928435047,5,0.00063677856870094
Streptococcus parauberis,0.017890128874792,21,0.0008519108987996191
Massilia violaceinigra,0.0161480049302732,17,0.000949882642957247
Rossellomorea marisflavi,0.0313665166363837,21,0.0014936436493516048
Mycoplasma capricolum,0.005328415362554,6,0.0008880692270923333
Neisseria subflava,0.0201295906119317,11,0.0018299627829028817
Zhouia spongiae,0.0081246850126589,15,0.0005416456675105933
Sphaerochaeta associata,0.0157080758285792,17,0.0009240044605046588
Bordetella genomosp. 9,0.0038617693389321997,8,0.00048272116736652496
Burkholderia cenocepacia,0.0357392348577613,14,0.002552802489840093
Corynebacterium durum,0.005786845043018502,9,0.0006429827825576113
Massilia varians,0.016884399194487202,16,0.0010552749496554501
Abyssalbus ytuae,0.0167508032880176,17,0.0009853413698833883
Mediterraneibacter gnavus,6.966849206378879,21,0.33175472411327994
Chryseobacterium suipulveris,0.0094481206858747,12,0.0007873433904895584
Arthrobacter sp. FB24,0.0039005696752438,5,0.00078011393504876
Cellvibrio sp. QJXJ,0.0068734093891668,8,0.00085917617364585
Chryseobacterium camelliae,0.0202950424084314,21,0.0009664305908776856
Halomonas sp. A40-4,0.005081789689211301,7,0.0007259699556016144
Halomonas piscis,0.0035587418948515,6,0.0005931236491419166
Phyllobacterium sp. 628,0.0057337105284998,10,0.00057337105284998
Methylovirgula sp. HY1,0.0022210951701605005,5,0.0004442190340321001
Pseudonocardia sp. AL041005-10,0.016711345289807,16,0.0010444590806129375
Borreliella lusitaniae,0.0069764898198564,7,0.0009966414028366286
Atlantibacter hermannii,0.0044326162330283,8,0.0005540770291285375
Shewanella vesiculosa,0.0034903207020056995,7,0.0004986172431436713
Xanthomonas sp. A6251,0.0041199797246952,5,0.00082399594493904
Dokdonella koreensis,0.0045683928751633,8,0.0005710491093954124
Sulfuriflexus mobilis,0.003814709529958,7,0.0005449585042797143
Thermoanaerobacterium thermosaccharolyticum,0.04953213253933349,20,0.0024766066269666744
Cupriavidus pinatubonensis,0.0080647143357253,11,0.0007331558487023
Corynebacterium diphtheriae,0.013386128081062201,9,0.0014873475645624668
Aliamphritea spongicola,0.006469984793845401,10,0.0006469984793845401
Cytophaga hutchinsonii,0.017941841054496,17,0.001055402414970353
Neisseria sp. oral taxon 014,0.0074778310502649995,7,0.0010682615786092857
Brucella anthropi,0.0157333641060354,7,0.0022476234437193428
Thermostichus lividus,0.0022685930883995,5,0.00045371861767990005
Thermosipho melanesiensis,0.0059559754151616,10,0.00059559754151616
Lachnoanaerobaculum gingivalis,0.29925351409624124,21,0.01425016733791625
Paenibacillus sp. DCT19,0.020925326891199195,21,0.0009964441376761521
Asticcacaulis excentricus,0.018062426681754798,18,0.0010034681489863777
Halomicronema hongdechloris,0.0023439427697509,5,0.00046878855395018004
Blautia luti,6.099937010046429,21,0.29047319095459184
Nostoc sphaeroides,0.0074590409013217,9,0.0008287823223690777
Rufibacter sp. DG15C,0.0026296434560305997,6,0.00043827390933843326
Ralstonia solanacearum,0.030042711976865297,18,0.0016690395542702944
Thiomicrorhabdus xiamenensis,0.0053460698957216,6,0.0008910116492869334
Salinicola sp. LHM,0.0089673540783338,10,0.00089673540783338
Psychroserpens ponticola,0.0136926714410031,17,0.0008054512612354765
uncultured Sulfurimonas sp.,0.0070377680846049,12,0.000586480673717075
Gottschalkia acidurici,0.0243122077867811,20,0.0012156103893390551
Polaribacter haliotis,0.0143919003964571,13,0.0011070692612659308
Legionella sp. PC1000,0.0067522708921026004,10,0.0006752270892102601
Sphingosinicella sp. BN140058,0.010037304999025,15,0.0006691536666016667
Halobacillus amylolyticus,0.007361056150332001,15,0.0004907370766888
Terriglobus roseus,0.0098390915297607,13,0.0007568531945969769
Deefgea piscis,0.0130574373984627,16,0.0008160898374039188
Flagellimonas sp. CMM7,0.0030236306508493,7,0.0004319472358356143
Rouxiella badensis,0.006675687699556202,11,0.0006068806999596547
Xanthomonas translucens,0.030330635836912,18,0.0016850353242728888
Carnobacterium divergens,0.0193226360833327,16,0.0012076647552082937
Streptomyces tanashiensis,0.011497683728281902,12,0.0009581403106901585
Faecalibacterium sp. I2-3-92,3.111421965820701,21,0.14816295075336672
Fontisphaera persica,0.0095461092894412,13,0.0007343160991877847
Ligilactobacillus salivarius,0.0527480684653218,21,0.0025118127840629426
Thauera chlorobenzoica,0.00528073732811,7,0.0007543910468728571
Leptotrichia trevisanii,0.0209144045713678,19,0.0011007581353351475
[Mycoplasma] anseris,0.0032967334294461,7,0.00047096191849229995
Brevibacterium sp. BRM-1,0.0054054105319163,7,0.0007722015045594715
Clostridium intestinale,0.0621706999680567,21,0.0029605095222884144
Nannocystis poenicansa,0.019314706862724,20,0.0009657353431362
Natribaculum luteum,0.0053917682821803,6,0.0008986280470300499
Leisingera methylohalidivorans,0.0055669624363156,8,0.00069587030453945
uncultured Sphingopyxis sp.,0.0027906480644654,5,0.00055812961289308
Chitinophaga horti,0.0131447300887732,15,0.0008763153392515466
Gluconacetobacter diazotrophicus,0.0024301397874275997,5,0.00048602795748551995
Rahnella aceris,0.0040537171847402,7,0.0005791024549628857
Bacillus mycoides,0.06691829761078871,21,0.003186585600513748
Oceanirhabdus sp. W0125-5,0.042872489285857705,19,0.0022564468045188266
Bradyrhizobium sp. BWA-3-5,0.003094198256527,6,0.0005156997094211667
Amycolatopsis sp. 2-15,0.005799272748553701,11,0.0005272066135048819
Heyndrickxia oleronia,0.029916301805515803,21,0.0014245858002626573
Cutibacterium acnes,0.0061748893380222,13,0.0004749914875401692
Maribacter sp. Hal144,0.005521399032669299,10,0.0005521399032669299
Serpentinimonas maccroryi,0.0022855403882917,5,0.00045710807765834
Corynebacterium pseudotuberculosis,0.0042414194867722,9,0.0004712688318635778
Massilia putida,0.010769245375900299,14,0.0007692318125643071
Streptobacillus moniliformis,0.011250435021016499,13,0.0008654180785397307
Planococcus glaciei,0.0089784138965186,12,0.0007482011580432166
Mesorhizobium opportunistum,0.0123357710918649,11,0.0011214337356240819
Brevibacillus laterosporus,0.07212730922130339,21,0.0034346337724430187
Comamonas antarctica,0.006642308028017901,10,0.0006642308028017901
Spiroplasma corruscae,0.0049378410616467,8,0.0006172301327058375
Methylobacterium sp. WL1,0.005546006142970501,10,0.0005546006142970501
Spiroplasma clarkii,0.0021690739244693,5,0.00043381478489385995
Kaistella flava (ex Peng et al. 2021),0.008657073842330701,11,0.0007870067129391547
Pseudolabrys taiwanensis,0.0031722192440215,7,0.00045317417771735714
Candidatus Nanosynbacter sp. HMT-352,0.020539064747375303,14,0.0014670760533839501
Paenibacillus xylanilyticus,0.0149429824633431,11,0.0013584529512130092
Lacticaseibacillus chiayiensis,0.008022675449056998,10,0.0008022675449056998
Halanaerobium praevalens,0.018763045675984698,17,0.0011037085691755705
Anaerostipes hadrus,27.30438484305754,21,1.300208802050359
Campylobacter hepaticus,0.0032154526120683,7,0.00045935037315261425
Brachybacterium saurashtrense,0.0085085402427812,11,0.0007735036584346545
Mucilaginibacter gotjawali,0.018782297704815102,21,0.0008943951288007191
Caldilinea aerophila,0.014078599462928899,16,0.0008799124664330562
Mesorhizobium sp. B2-1-1,0.00280644760221,5,0.000561289520442
Campylobacter sp. RM6914,0.005664184960947701,11,0.0005149259055407001
Psychrobacillus sp. AK 1817,0.008382886184088102,13,0.0006448373987760078
Vibrio furnissii,0.0162412789223996,18,0.0009022932734666444
Streptomyces bathyalis,0.0041561854789641,7,0.0005937407827091571
Prevotella multiformis,0.24530149111552516,21,0.01168102338645358
Pontibacter sp. G13,0.0065325026755324,12,0.0005443752229610334
Treponema peruense,0.0838149235354897,21,0.003991186835023319
Gimesia panareensis,0.0056483365753892,12,0.0004706947146157667
Loktanella salsilacus,0.0051764095925467,11,0.0004705826902315182
uncultured Roseibium sp.,0.0103105864544596,14,0.0007364704610328286
Truepera radiovictrix,0.0023587540947794,6,0.0003931256824632333
Pseudomonas oryzihabitans,0.0134577103126608,15,0.0008971806875107199
Yersinia intermedia,0.0070662610678054,7,0.0010094658668293429
Lactobacillus sp. KimC2,0.011868942562235101,16,0.0007418089101396938
Nocardioides panacisoli,0.0032472456031850004,6,0.0005412076005308334
Antarcticibacterium sp. 1MA-6-2,0.0274670563891801,20,0.001373352819459005
Candidatus Kinetoplastibacterium sorsogonicusi,0.0041846665935059,10,0.00041846665935059
Amphibacillus xylanus,0.0193281750376944,19,0.0010172723704049685
Gimibacter soli,0.004851612558768601,8,0.0006064515698460751
Segatella bryantii,0.2530086913159838,21,0.012048032919808752
Lawsonibacter asaccharolyticus,3.060696051440163,21,0.14574743102096013
Terasakiella sp. SH-1,0.007472900043874401,12,0.0006227416703228668
Telluria mixta,0.010561092308794798,12,0.0008800910257328998
Novosphingobium kaempferiae,0.005652228694469,9,0.0006280254104965555
Streptomyces viridosporus,0.0037032026716947,6,0.00061720044528245
Aquitalea sp. USM4,0.008703840388832701,14,0.0006217028849166216
Photobacterium swingsii,0.0019970037189652,5,0.00039940074379304
Gilvibacter sp. SZ-19,0.005579230890347501,9,0.0006199145433719445
Dysosmobacter welbionis,5.289381503347341,21,0.2518753096832067
Methylobacterium tardum,0.009565507066096,12,0.0007971255888413333
Mycolicibacterium psychrotolerans,0.0031184734351942,6,0.0005197455725323667
Citrobacter braakii,0.032770634659444096,8,0.004096329332430512
Rodentibacter haemolyticus,0.0031542356377591,7,0.00045060509110844287
Serinicoccus marinus,0.0041206073030214,6,0.0006867678838369
Streptococcus pneumoniae,0.0899840823020773,21,0.004284956300098919
Urechidicola croceus,0.0195447457090294,17,0.001149690924060553
Peribacillus asahii,0.023348371164474198,21,0.001111827198308295
Thermomonas paludicola,0.0028800966902632,5,0.00057601933805264
Parageobacillus toebii,0.0168708686636025,5,0.0033741737327205
Butyrivibrio proteoclasticus,0.2701865446721103,21,0.012866025936767157
Bacteroides sp. BFG-257,1.7007963003932207,16,0.1062997687745763
Microlunatus sp. Gsoil 973,0.0036895556984371,8,0.0004611944623046375
Miltoncostaea marina,0.0031088095228921004,6,0.0005181349204820167
Pseudomonas sp. PDNC002,0.0200579856702735,14,0.0014327132621623929
Sulfurimonas lithotrophica,0.019115413864774,18,0.001061967436931889
Hymenobacter tibetensis,0.0165977940311104,20,0.00082988970155552
Pedococcus dokdonensis,0.0085421278863959,14,0.0006101519918854214
Pseudomonas sp. CCOS 191,0.0085854662387676,5,0.0017170932477535198
Polynucleobacter sp. KF022,0.0069354675525736004,5,0.0013870935105147202
Anaerococcus sp. Marseille-Q7828,0.0080395576659796,15,0.0005359705110653067
Sphingomonas cannabina,0.0070189084503198005,9,0.0007798787167022001
Alistipes megaguti,0.7761893340626185,21,0.03696139686012469
Streptomyces sp. Li-HN-5-11,0.0075277662183754,10,0.00075277662183754
Mycobacterium avium,0.011163126319320498,12,0.0009302605266100415
Escherichia albertii,0.019710174408528302,19,0.001037377600448858
Paenibacillus sophorae,0.025316860961429204,20,0.0012658430480714602
Gilliamella apicola,0.013910034284268201,16,0.0008693771427667626
Arabiibacter massiliensis,0.04650001560954979,21,0.0022142864575976093
Listeria monocytogenes,0.0875066772659098,21,0.00416698463170999
Streptomyces chartreusis,0.0245906031928826,14,0.0017564716566344715
Oceanobacillus zhaokaii,0.0143544657125435,16,0.0008971541070339688
Variovorax sp. WDL1,0.007793355542942998,8,0.0009741694428678747
Loigolactobacillus coryniformis,0.004992666236752,10,0.0004992666236752
Hungatella xylanolytica,0.31905155166772803,21,0.015192931031796572
Novosphingobium ginsenosidimutans,0.0066162989735747005,14,0.0004725927838267643
Pararhizobium sp. IMCC3301,0.0069547688695676,12,0.0005795640724639667
Sphaerochaeta pleomorpha,0.014753963526840698,17,0.0008678802074612175
Parasphingorhabdus cellanae,0.0029385561561592,6,0.0004897593593598666
Brevibacillus brevis,0.05687099331656051,21,0.0027081425388838336
Chitinophaga sp. XS-30,0.0116790440507792,18,0.0006488357805988444
Latilactobacillus fuchuensis,0.004604856516174801,7,0.0006578366451678287
Flavobacterium sp. M31R6,0.0165466511034246,19,0.0008708763738644527
Bacillus weihaiensis,0.0136536420049732,18,0.0007585356669429556
Amycolatopsis sp. DSM 110486,0.0068589220153185,12,0.000571576834609875
Ereboglobus luteus,0.0075439718647330005,12,0.0006286643220610833
Pseudodesulfovibrio thermohalotolerans,0.00723957658111,9,0.000804397397901111
Laceyella sacchari,0.008415481184355601,16,0.0005259675740222251
Atopobium sp. oral taxon 416,0.0227233645896728,21,0.0010820649804606096
Sinimarinibacterium sp. NLF-5-8,0.004442285646728,6,0.0007403809411213333
Jahgtovirus intestinalis,0.013370349076295801,7,0.0019100498680422572
Paenibacillus sp. JZ16,0.020921425110424698,20,0.0010460712555212348
Deefgea tanakiae,0.0025927552896729,5,0.00051855105793458
Flavobacterium anhuiense,0.024715243139444103,20,0.0012357621569722053
Helicobacter pullorum,0.002746682327652,5,0.0005493364655304
uncultured Methanobacterium sp.,0.0036457300667892,6,0.0006076216777982
Halotalea alkalilenta,0.009428872985618501,14,0.0006734909275441786
Akkermansia massiliensis,6.392435142097783,9,0.7102705713441981
Mergibacter septicus,0.0052919732496862,7,0.0007559961785266
Microbacterium sp. cx-55,0.0023993258689216,5,0.00047986517378432
Colwellia sp. Arc7-D,0.0033136934162337002,6,0.0005522822360389501
Macrococcus epidermidis,0.0142072053205057,17,0.0008357179600297471
Geothrix sp. PMB-07,0.0071317621853758005,12,0.0005943135154479834
Malaciobacter canalis,0.0041521525518857,6,0.0006920254253142834
Neorhizobium galegae,0.021286310676641603,20,0.0010643155338320802
Algoriphagus sp. Y33,0.020191925431883195,17,0.001187760319522541
Micromonospora endophytica,0.0052723590901606,10,0.00052723590901606
Blautia pseudococcoides,0.7730370091322147,21,0.036811286149153084
Lysobacter maris,0.0041741828450473995,7,0.0005963118350067714
Methanobacterium alkalithermotolerans,0.0022159481149647002,5,0.00044318962299294003
Metabacillus sediminilitoris,0.0176747893026666,17,0.0010396934883921528
Tritonibacter scottomollicae,0.0036786467096615004,6,0.0006131077849435834
Serratia rhizosphaerae,0.0155265608102866,12,0.0012938800675238833
Ornithinimicrobium sp. HY006,0.004361581115487,9,0.000484620123943
Paraphotobacterium marinum,0.0091887989529053,13,0.000706830688685023
Akkermansia sp. EB-AMDK43,0.1809395629375686,7,0.02584850899108123
Desulfovibrio piger,0.08764767105783111,21,0.004173698621801482
Kordiimonas sp. SCSIO 12603,0.0037035012768814996,9,0.0004115001418757222
Burkholderia plantarii,0.012178472955677299,12,0.0010148727463064416
Zobellella denitrificans,0.0076918408649118,14,0.0005494172046365571
Streptomyces durocortorensis,0.0047681751354339,5,0.00095363502708678
Planctomyces sp. SH-PL62,0.0100208701380981,14,0.0007157764384355785
Amycolatopsis keratiniphila,0.0097624898952661,10,0.00097624898952661
Desulfuromonas sp. AOP6,0.0070399134008527,12,0.0005866594500710583
Rubrobacter xylanophilus,0.0126308459803255,18,0.0007017136655736388
Siansivirga zeaxanthinifaciens,0.0092717163703359,11,0.0008428833063941727
Nitratifractor salsuginis,0.0048711467531072,12,0.00040592889609226664
Sphingomonas sp. R1,0.0027738220829917,5,0.0005547644165983399
Flavobacterium faecale,0.0075011705440118995,10,0.00075011705440119
Candidatus Methanomassiliicoccus intestinalis,0.009810780768192699,16,0.0006131737980120437
